question,nresults,snippet,sections,link
"no",6,"Information on the website in no way replaces the opinion of a health  professional. If you have questions concerning your health status, consult a ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"Combien de temps doit rester une personne en quarantaine après être guérie du covid-19?",1,"Une attention particulière doit être portée aux personnes âgées, ... Si la COVID‑ 19 vous inquiète ou si vous présentez des symptômes comme de la ... Si vous  êtes un voyageur de retour depuis moins de 14 jours, précisez-le.",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"How mild are most cases",2,"",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Vais-je mourir.",0,".",".","."
"What are the symptoms",5,"Physical symptoms. Headaches, neck tension, gastrointestinal problems, etc.  Sleep problems; Lower appetite; Lower energy, fatigue; Etc.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Symptômes ",6,"Si la COVID‑19 vous inquiète ou si vous présentez des symptômes comme de la  toux ou de la fièvre, vous pouvez contacter le 418 644-4545 ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Impact of covid",1,"Consignes et directives dans le contexte de la COVID-19 ... Il faut, dans ce cas,  évaluer le risque pour le travailleur et l'impact sur les services ...","Mesures aux frontières","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/consignes-directives-contexte-covid-19/"
"will I die",1,"If your condition allows you to do so and indicate that you are a traveller who has  been back for less than 14 days. You will be told how to go there ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"La Chloroquine soigne la COVID19 ?",0,".",".","."
"how does it get transmited",0,".",".","."
"J’ai des symptômes, mais je n’ai pas voyagé. Devrais-je me faire tester? ",0,".",".","."
"test",6,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
" Combien de temps une personne infectée peut-elle rester contagieuse?  (Nous savons que le virus prend 2 à 14 jours pour se developper. Mais lorsqu'il se manifeste, combien de temps demeurons nous contagieux?)",0,".",".","."
"Is the severity of disease dependent on incubation period? ",0,".",".","."
"Combien de temps le virus reste t-il vivant sur une surface telle qu'une barre de métro ?",0,".",".","."
"Est ce l’on a des migraines comme symptômes de la COVID-19, svp?",0,".",".","."
"Quel est le test administré pour le diagnostique ? combien prend-il de temps pour avoir une réponse? Quelles est sa mesure de sensibilité?",0,".",".","."
"il est considéré '' permit '' '' ou non recommandé '' ''ou a proscrire''  de prendre une marche de santé à l'extérieur en solo ou en couple ou en famille en tenant compte des regles de distanciation ?",0,".",".","."
"Est-ce que le virus donne mal au ventre ?",0,".",".","."
"How many cases in Montreal ",1,"... 514-644-4545 in the Montréal area, 450-644-4545 in the Montérégie region,  819-644-4545 in the Outaouais region ... Any other questions?",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quelle est la durée normale de quarantaine si on est atteint du covid-19",0,".",".","."
"Je dois rentrer d'urgence au pays, les aéroports sont-ils des lieux sûr ? ",0,".",".","."
"How long after being asymptomatic are you no longer contagious? ",0,".",".","."
"Y a t-il des symptômes plus rare du corona virus?",0,".",".","."
"are outdoor walks considered safe?",0,".",".","."
"Quelles sont les risque que j'ai de pogner le virus covid-19",0,".",".","."
"how much fever should i tolerate before going to the doctor? ",0,".",".","."
"Durant combien de temps sommes nous contagieux quand on a la COVID-19?",1,"Si vous êtes un voyageur de retour depuis moins de 14 jours, précisez-le. On  vous dira comment vous rendre et quelles précautions prendre ( ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Est-ce que l’essoufflement fait partie des symptômes? ",0,".",".","."
"Est-ce que le covid-19 est contagieux?",4,"Est-ce que les parents qui vont devoir prendre deux semaines de congé en  raison de la fermeture des écoles et des services de garde vont ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Peut-on avoir le corvidé-19 sans avoir tous les symptômes?",0,".",".","."
"Will I die if I get covid 19?",10,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... Stress, anxiety and depression reactions can appear in a variety of ... Most  people have the resources and mental strength to adapt to this type ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Est ce que je dois porter un masque pour sortir de chez moi? ",0,".",".","."
"What’s the death rate for healthy US 37 year old males?",0,".",".","."
"testt",0,".",".","."
"Est ce que pe groupe sanguin peut avoir une incidence sur la contraction du virus? ",0,".",".","."
"Est-ce que je dois laver tout ce qui revient de l’épicerie?",0,".",".","."
"Quelles sont les mesures de sécurité pour minimiser le risque COVID-19",3,"Quelles sont les procédures pour s'inscrire aux services de garde d'urgence? ...  Mon employeur doit-il prendre des mesures particulières pour protéger la santé  des travailleurs ? ... Les femmes enceintes sont-elles à risque? ... Santé ·  Sécurité et situations d'urgence · Tourisme et loisirs · Transports ...","Mon employeur doit-il prendre des mesures particulières pour protéger la santé des travailleurs ?  / Les femmes enceintes sont-elles à risque?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Qu'est-ce qu'un virus?",5,"Est-ce que les parents qui vont devoir prendre deux semaines de congé en  raison de la fermeture des écoles et des services de garde vont ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"I am 24 years old. What is my risk of having severe symptoms of the virus ? ",1,"On march 13, 2020, the Gouvernement du Québec adopted an Order in Council  that ... individuals 70 years of age and over, since they are at greater risk of  complications. ... If you have symptoms such as a cough or fever: ... If your  condition allows you to do so and indicate that you are a traveller who has ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"What are the main synptoms?",0,".",".","."
"Quels sont les symptômes la maladie ?",3,"... de 70 ans et plus, puisqu'elles sont davantage à risque de décès. Si la COVID‑ 19 vous inquiète ou si vous présentez des symptômes comme de ... On vous dira  comment vous rendre et quelles précautions prendre (port de ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Quels sont les principaux symptômes du COVID-19?",2,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"How long does the virus remain active and alive after attacking a human body?",0,".",".","."
"Mon employeur ne désinfecte pas mon lieu de travai, est-ce un risque ",1,"... celles de 70 ans et plus, puisqu'elles sont davantage à risque de décès. ... Ne  vous présentez pas dans une clinique médicale sans avoir reçu au préalable un  rendez-vous. Rendez-vous ... Comment offrir mon aide ... Santé, sécurité et  normes du travail Cet hyperlien s'ouvrira dans une nouvelle fenêtre.","Pour les citoyens de retour de voyage / Comment offrir mon aide","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"When will covid end?",1,"A health emergency is declare throughout Québec's territory to implement ... If  you are worried about COVID‑19 or display symptoms such as a ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quel est le % de la population touchée par chaque province au Canada?",0,".",".","."
"If someone was infected once, can they be reinfected? Can they still carry the virus and infect others?",0,".",".","."
"Puis-je continuer à entretenir une relation avec ma conjointe ? ",0,".",".","."
"Est-ce que mon journal du matin peut porter le virus si le livreur est porteur?",0,".",".","."
"Dois-je déclarer mon état de santé en toute confidentialité? ",0,".",".","."
"Quel est l’âge le plus sensible au covid-19?",0,".",".","."
"Qu'est ce que c'est le COVID-19 ?",3,"Est-ce que les parents qui vont devoir prendre deux semaines de congé en  raison de la fermeture des écoles et des services de garde vont ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Taux de décès ",0,".",".","."
"Taux de mortalité ",0,".",".","."
"How to protect myself on a plane",1,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"C dangereux pour quelqu'un hasmatique",0,".",".","."
"Comment puis-je faire mes courses alimentaires en sécurités ? ",0,".",".","."
"What to do if I think I have covid 19?",3,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... when we believe that a dangerous or unfortunate event may take place ... Most  people have the resources and mental strength to adapt to this ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Si j'ai de la température et de la toux que dois-je faire",0,".",".","."
"L'automédication peut-elle aider à vaincre la maladie ? ",0,".",".","."
"Why didn't you answer my first question?",0,".",".","."
"Comment puis-je me faire tester?",0,".",".","."
"si je fais atchum cest grave?",0,".",".","."
"how many new cases",5,"How to offer your help. Give blood This hyperlink will open in a new window.  Support the health network This hyperlink will open in a new ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Que dois-je faire si j'ai des symptômes",1,"La période de deux semaines de fermeture des écoles et des services de ... Est- ce que j'ai droit à des congés de maladie? ... Quels sont les principaux  symptômes associés à la COVID‑19? ... Je reviens de voyage, que dois-je faire?  ... Si je dois me placer en isolement volontaire, quelles sont les consignes ...","La période de deux semaines de fermeture des écoles et des services de garde pourrait-elle être prolongée? /  Est-ce que j'ai droit à des congés de maladie? / Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
